continent,location,iso_code,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Europe,Russia,RUS,2023-01-07,21515655.0,3284.0,3591.429,386105.0,48.0,45.143,148677.787,22.693,24.818,2668.068,0.332,0.312,0.82,,,,,,,4112.0,28.415,295244836.0,331438.0,2034.729,2.284,139842.0,0.964,0.0283,35.3,tests performed,183894218.0,87673830.0,78930288.0,19528894.0,498190.0,1902.0,127.07,60.58,54.54,13.49,13.0,1044.0,0.001,11.11,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,144713312.0,1240195.9,25.14,2.41,8570.01946026914
Europe,San Marino,SMR,2023-01-07,23176.0,168.0,26.0,121.0,0.0,0.0,687919.264,4986.643,771.742,3591.57,0.0,0.0,1.06,,,,,,,,,,,,,,,,,,69338.0,26357.0,23633.0,19348.0,9.0,4.0,205.81,78.23,70.15,57.43,119.0,0.0,0.0,11.11,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,33690.0,138.0,18.62,23.76,4096.17097061443
Europe,Scotland,OWID_SCT,2022-12-19,,,,,,,,,,,,,,8.0,1.464,967.0,176.912,,,370.0,67.691,,,,,,,,,,13014285.0,4549556.0,4285946.0,3594835.0,813.0,839.0,238.1,83.23,78.41,65.77,153.0,67.0,0.001,,,,,,,,,,,,,,,,5466000.0,,,,
Europe,Serbia,SRB,2023-01-07,2452493.0,682.0,891.429,17558.0,4.0,5.571,356905.512,99.25,129.727,2555.174,0.582,0.811,0.88,24.0,3.493,265.0,38.565,,,,,9852899.0,7466.0,1433.869,1.087,6317.0,0.919,0.0594,16.8,people tested,8534688.0,3354075.0,3278198.0,1902412.0,221.0,175.0,124.2,48.81,47.71,27.69,25.0,47.0,0.001,11.11,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547.0,61197.8,20.84,-1.82,8905.97124635835
Europe,Slovakia,SVK,2023-01-07,2658243.0,51.0,135.857,20841.0,3.0,2.571,471031.133,9.037,24.073,3692.951,0.532,0.456,0.93,23.0,4.076,494.0,87.535,3.0,0.549,190.0,33.701,51238482.0,2231.0,9405.66,0.41,2123.0,0.39,0.133,7.5,tests performed,5754313.0,2595901.0,2577827.0,684026.0,,50.0,101.96,46.0,45.68,12.12,9.0,5.0,0.0,11.11,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5643455.0,28213.9,18.45,1.62,4999.40196209592
Europe,Slovenia,SVN,2023-01-07,1313501.0,835.0,865.571,7025.0,2.0,2.429,619621.83,393.897,408.319,3313.925,0.943,1.146,0.85,22.0,10.378,125.0,58.967,15.0,7.112,163.0,76.814,5336373.0,3998.0,2517.858,1.886,3172.0,1.497,0.128,7.8,tests performed,2996643.0,1265802.0,1222225.0,657967.0,0.0,67.0,141.36,59.71,57.66,31.04,32.0,5.0,0.0,11.11,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,2119843.0,5607.0,9.34,-4.07,2645.00720100498
Europe,Spain,ESP,2023-01-07,13693478.0,9220.0,3348.714,117413.0,318.0,73.429,287928.341,193.866,70.412,2468.805,6.686,1.544,1.25,224.0,4.71,3418.0,71.869,169.0,3.554,2940.0,61.818,93162168.0,29943.0,1961.848,0.631,43694.0,0.92,0.31,3.2,tests performed,95804542.0,41310693.0,40657640.0,26000111.0,47657.0,1025.0,201.45,86.86,85.49,54.67,22.0,170.0,0.0,11.11,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47558632.0,131543.1,11.0,2.12,2765.91429290901
Europe,Sweden,SWE,2023-01-07,2683356.0,8494.0,1213.429,22142.0,315.0,45.0,254362.236,805.168,115.024,2098.897,29.86,4.266,1.3,46.0,4.36,1148.0,108.822,,,,,18407585.0,2417.0,1758.614,0.231,2417.0,0.231,0.1137,8.8,tests performed,25411723.0,7814933.0,7632713.0,9661503.0,,12146.0,240.88,74.08,72.35,91.58,1151.0,73.0,0.001,14.81,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,10549349.0,12850.3,4.98,1.34,1218.11307977393
Europe,Switzerland,CHE,2023-01-07,4403682.0,4166.0,595.143,14190.0,0.0,2.429,503826.624,476.633,68.09,1623.482,0.0,0.278,0.38,34.0,3.89,932.0,106.63,,,100.0,11.441,21277734.0,9789.0,2448.135,1.126,9093.0,1.046,0.407,2.5,tests performed,16878918.0,6095341.0,6011639.0,4840655.0,2747.0,988.0,193.11,69.74,68.78,55.38,113.0,11.0,0.0,5.56,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,8740471.0,15394.1,7.75,-3.46,1761.24375906058
Europe,Ukraine,UKR,2023-01-07,5669552.0,19.0,974.286,118789.0,1.0,14.286,142803.601,0.479,24.54,2992.035,0.025,0.36,0.51,,,,,,,,,19288823.0,96361.0,443.101,2.214,52561.0,1.207,0.6027,1.7,tests performed,31668577.0,15774300.0,15153577.0,741197.0,62935.0,24457.0,79.77,39.73,38.17,1.87,616.0,13420.0,0.034,13.89,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,39701744.0,179972.2,14.89,1.92,4533.10564896091
Europe,United Kingdom,GBR,2023-01-07,24210131.0,75047.0,10721.0,213966.0,0.0,0.0,358621.131,1111.66,158.809,3169.447,0.0,0.0,0.3,175.0,2.592,10030.0,148.573,,,3961.0,58.674,503270347.0,245960.0,7480.121,3.656,259329.0,3.854,0.0326,30.6,tests performed,151248820.0,53813491.0,50762968.0,40373987.0,5992.0,10905.0,224.04,79.71,75.19,59.81,162.0,933.0,0.001,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,176517.9,9.87,8.19,2614.73384797533
Europe,Vatican,VAT,2023-01-07,29.0,0.0,0.0,,,,35891.089,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12,,808.0,,,,
Europe,Wales,OWID_WLS,2023-01-03,,,,,,,,,,,,,,21.0,6.625,784.0,247.319,,,109.0,34.385,,,,,,,,,,8568350.0,2591035.0,2471850.0,2075766.0,1189.0,624.0,270.29,81.74,77.98,65.48,197.0,2.0,0.0,,,,,,,,,,,,,,,,3170000.0,,,,
North America,Anguilla,AIA,2023-01-07,3904.0,0.0,0.0,12.0,0.0,0.0,245890.282,0.0,0.0,755.81,0.0,0.0,,,,,,,,,,51382.0,,3261.728,,169.0,10.728,0.0803,12.5,tests performed,24474.0,10853.0,10377.0,3244.0,1421.0,1.0,154.15,68.36,65.36,20.43,63.0,0.0,0.0,,,,,,,,,,,,,,81.88,,15877.0,,,,
North America,Antigua and Barbuda,ATG,2023-01-07,9106.0,0.0,0.0,146.0,0.0,0.0,97107.879,0.0,0.0,1556.968,0.0,0.0,0.0,,,,,,,,,16700.0,,179.146,,26.0,0.279,0.0055,181.8,tests performed,136512.0,64290.0,62384.0,9838.0,305.0,201.0,145.58,68.56,66.53,10.49,2143.0,5.0,0.005,,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,93772.0,-61.0,-4.75,-24.71,-650.514012711684
North America,Aruba,ABW,2023-01-07,43860.0,108.0,15.429,280.0,0.0,0.0,411989.592,1014.475,144.925,2630.121,0.0,0.0,,,,,,,,,,793.0,428.0,7.443,4.017,,,,,tests performed,174168.0,90166.0,84002.0,,15.0,4.0,163.6,84.7,78.91,,38.0,2.0,0.002,25.93,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,106459.0,352.2,26.0,11.85,3308.31587747396
North America,Bahamas,BHS,2023-01-07,37491.0,0.0,0.0,833.0,0.0,0.0,91443.917,0.0,0.0,2031.762,0.0,0.0,0.14,,,,,,,,,241200.0,567.0,591.313,1.39,134.0,0.329,0.3486,2.9,tests performed,364701.0,174147.0,165633.0,36670.0,6771.0,136.0,88.95,42.48,40.4,8.94,332.0,48.0,0.012,32.41,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,409989.0,1073.0,19.19,13.16,2617.14338677379
North America,Barbados,BRB,2023-01-07,105515.0,0.0,0.0,568.0,0.0,0.0,374636.956,0.0,0.0,2016.716,0.0,0.0,0.01,,,,,,,,,697476.0,734.0,2480.356,2.61,507.0,1.803,0.1812,5.5,tests performed,380980.0,163820.0,154990.0,62170.0,4.0,1.0,135.27,58.17,55.03,22.07,4.0,0.0,0.0,11.11,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,281646.0,284.4,3.6,2.41,1009.77823224899
North America,Belize,BLZ,2023-01-07,70174.0,228.0,32.571,688.0,0.0,0.0,173147.291,562.567,80.367,1697.571,0.0,0.0,0.05,,,,,,,,,572900.0,1351.0,1432.139,3.377,1012.0,2.53,0.1451,6.9,tests performed,501922.0,251848.0,221283.0,51083.0,5470.0,4.0,123.84,62.14,54.6,12.6,10.0,1.0,0.0,11.11,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,405285.0,540.6,13.16,-2.05,1333.87616121988
North America,Bermuda,BMU,2023-01-07,18684.0,0.0,8.857,154.0,0.0,0.143,290996.309,0.0,137.947,2398.492,0.0,2.225,,,,,,,,,,41927.0,4992.0,653.221,77.775,867.0,13.508,0.0872,11.5,samples tested,132042.0,48554.0,47657.0,35831.0,,9.0,205.65,75.62,74.22,55.81,140.0,0.0,0.0,24.07,1308.82,,,,50669.315,,139.547,13.0,,,,,82.59,,64207.0,176.2,15.78,15.38,2744.24906941611
North America,Bonaire Sint Eustatius and Saba,BES,2023-01-07,11764.0,0.0,6.857,41.0,0.0,0.286,434866.184,0.0,253.48,1515.6,0.0,10.562,,,,,,,,,,,,,,,,,,,35845.0,19109.0,16736.0,,,196.0,132.5,70.64,61.87,,7245.0,92.0,0.34,,,,,,,,,,,,,,77.79,,27052.0,,,,
North America,British Virgin Islands,VGB,2023-01-07,7305.0,0.0,0.0,64.0,0.0,0.0,233148.219,0.0,0.0,2042.64,0.0,0.0,,,,,,,,,,96630.0,,3104.878,,,,,,people tested,41453.0,19466.0,18261.0,3726.0,,5.0,132.3,62.13,58.28,11.89,160.0,2.0,0.006,,207.973,,,,,,,13.67,,,,,79.07,,31332.0,,,,
North America,Canada,CAN,2023-01-07,4524457.0,752.0,2759.286,49542.0,17.0,43.429,117657.94,19.556,71.755,1288.334,0.442,1.129,0.77,267.0,6.943,5638.0,146.615,,,,,62177630.0,75648.0,1629.606,1.983,27030.0,0.708,0.0873,11.4,tests performed,96403221.0,34649811.0,31735849.0,30017561.0,8689.0,15856.0,250.7,90.11,82.53,78.06,412.0,4590.0,0.012,5.56,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,28157.4,3.71,-8.15,732.229672561173
North America,Cayman Islands,CYM,2023-01-07,31472.0,0.0,0.0,37.0,0.0,0.0,457961.061,0.0,0.0,538.401,0.0,0.0,,,,,,,,,,9358.0,2691.0,137.343,39.495,384.0,5.636,0.0,3.0,tests performed,150126.0,61826.0,60539.0,24064.0,226.0,22.0,218.45,89.97,88.09,35.02,320.0,0.0,0.0,,256.496,,,,49903.029,,,13.22,,,,,83.92,,68722.0,,,,
North America,Costa Rica,CRI,2023-01-07,1171802.0,4960.0,1445.0,9104.0,19.0,4.571,226180.099,957.374,278.913,1757.245,3.667,0.882,0.43,,,,,,,,,3677525.0,8616.0,713.534,1.672,11820.0,2.293,0.176,5.7,people tested,12606343.0,4587029.0,4290783.0,2774381.0,,3293.0,243.33,88.54,82.82,53.55,636.0,469.0,0.009,11.11,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836.0,5946.8,11.58,-1.44,1147.84563726781
North America,Cuba,CUB,2023-01-07,1112134.0,28.0,20.143,8530.0,0.0,0.0,99189.65,2.497,1.797,760.779,0.0,0.0,0.93,,,,,,,,,5296762.0,38826.0,470.557,3.449,35601.0,3.163,0.0879,11.4,tests performed,42787488.0,10720527.0,10004599.0,8677504.0,8728.0,9737.0,381.62,95.61,89.23,77.39,868.0,168.0,0.001,13.89,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,11212198.0,53645.6,23.69,2.89,4784.57479969583
North America,Curacao,CUW,2023-01-07,45986.0,0.0,0.0,299.0,0.0,0.0,240546.521,0.0,0.0,1564.028,0.0,0.0,,,,,,,,,,22100.0,2303.0,116.109,12.1,329.0,1.729,0.2193,4.6,tests performed,256029.0,108601.0,99955.0,47473.0,1.0,4.0,133.93,56.81,52.29,24.83,21.0,2.0,0.001,,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,191173.0,,,,
North America,Dominica,DMA,2023-01-07,15760.0,0.0,0.0,74.0,0.0,0.0,216608.483,0.0,0.0,1017.07,0.0,0.0,0.0,,,,,,,,,205366.0,341.0,2836.077,4.709,356.0,4.916,0.0,6.0,tests performed,67647.0,32995.0,30659.0,3993.0,270.0,1.0,92.98,45.35,42.14,5.49,14.0,1.0,0.001,24.07,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75.0,0.742,72758.0,,,,
North America,Dominican Republic,DOM,2023-01-07,659211.0,348.0,524.429,4384.0,0.0,0.0,58707.054,30.992,46.704,390.424,0.0,0.0,0.24,,,,,,,,,3444251.0,3731.0,309.794,0.336,4839.0,0.435,0.1524,6.6,samples tested,16174070.0,7300637.0,6071986.0,2514532.0,1667.0,672.0,144.04,65.02,54.08,22.39,60.0,78.0,0.001,5.56,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,11228821.0,5419.2,6.66,10.66,482.615227368929
North America,El Salvador,SLV,2023-01-07,201785.0,0.0,0.0,4230.0,0.0,0.0,31845.405,0.0,0.0,667.572,0.0,0.0,0.0,,,,,,,,,1921625.0,4675.0,304.335,0.74,4668.0,0.739,0.106,9.4,tests performed,11289175.0,4652597.0,4344286.0,2292292.0,46995.0,2370.0,178.16,73.43,68.56,36.18,374.0,332.0,0.005,26.85,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,6336393.0,4739.0,16.28,49.24,747.901842578262
North America,Greenland,GRL,2023-01-07,11971.0,0.0,0.0,21.0,0.0,0.0,211898.609,0.0,0.0,371.721,0.0,0.0,,,,,,,,,,,,,,,,,,,79738.0,41227.0,38511.0,,15.0,1.0,141.14,72.98,68.17,,18.0,0.0,0.0,11.11,0.137,,,,,,199.941,2.16,,,,,71.7,,56494.0,-112.1,-7.26,-19.59,-1984.28151662123
North America,Grenada,GRD,2023-01-07,19680.0,0.0,5.143,238.0,0.0,0.0,156863.995,0.0,40.992,1897.034,0.0,0.0,0.04,,,,,,,,,169195.0,527.0,1357.796,4.229,206.0,1.653,0.1172,8.5,tests performed,90507.0,44180.0,38975.0,7352.0,55.0,6.0,72.14,35.21,31.07,5.86,48.0,2.0,0.002,29.38,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,125459.0,,,,
North America,Guatemala,GTM,2023-01-07,1211008.0,1527.0,982.286,20017.0,7.0,2.286,67866.725,85.575,55.049,1121.783,0.392,0.128,0.92,,,,,,,,,4067775.0,10381.0,231.012,0.59,10008.0,0.568,0.1911,5.2,people tested,19958551.0,8856243.0,7028257.0,4074051.0,911.0,248.0,111.85,49.63,39.39,22.83,14.0,42.0,0.0,36.57,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,17843914.0,49194.1,22.17,2.42,2756.91196449389
North America,Haiti,HTI,2023-01-07,33912.0,0.0,2.714,860.0,0.0,0.0,2927.233,0.0,0.234,74.234,0.0,0.0,0.08,,,,,,,,,206594.0,263.0,18.047,0.023,197.0,0.017,0.0363,27.6,tests performed,510611.0,398517.0,237406.0,,4278.0,40.0,4.41,3.44,2.05,,3.0,27.0,0.0,31.48,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,11585003.0,,,,
North America,Honduras,HND,2023-01-07,468048.0,555.0,304.714,11088.0,0.0,2.429,44862.875,53.197,29.207,1062.796,0.0,0.233,0.54,,,,,,,,,,,,,,,,,,16788825.0,6443311.0,5758291.0,4587598.0,81065.0,17784.0,160.92,61.76,55.19,43.97,1705.0,1930.0,0.018,23.15,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,10432858.0,,,,
North America,Jamaica,JAM,2023-01-07,152791.0,0.0,4.714,3464.0,0.0,0.429,54039.744,0.0,1.667,1225.162,0.0,0.152,0.03,,,,,,,,,1124299.0,2223.0,397.603,0.786,678.0,0.24,0.2164,4.6,samples tested,1507273.0,843854.0,743937.0,45533.0,320.0,84.0,53.31,29.85,26.31,1.61,30.0,58.0,0.002,16.67,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,2827382.0,5134.8,14.0,1.16,1816.09701129879
North America,Mexico,MEX,2023-01-07,7271010.0,13094.0,5220.429,331263.0,57.0,23.429,57025.687,102.695,40.943,2598.057,0.447,0.184,0.63,,,,,,,,,15569464.0,1462.0,122.879,0.012,12427.0,0.098,0.488,2.0,people tested,225063079.0,99071001.0,82652919.0,57026630.0,157958.0,0.0,176.51,77.7,64.82,44.73,0.0,0.0,0.0,17.59,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,654920.7,30.19,-10.82,5136.46696279305
North America,Montserrat,MSR,2023-01-07,1403.0,0.0,0.0,8.0,0.0,0.0,317924.315,0.0,0.0,1812.826,0.0,0.0,,,,,,,,,,,,,,,,,,,4619.0,2104.0,1952.0,563.0,,1.0,104.67,47.68,44.23,12.76,227.0,0.0,0.0,,,,,,,,,,,,,,74.16,,4413.0,,,,
North America,Nicaragua,NIC,2023-01-07,15466.0,101.0,14.429,245.0,0.0,0.0,2225.838,14.536,2.077,35.26,0.0,0.0,0.0,,,,,,,,,196380.0,,28.666,,205.0,0.03,0.0174,57.4,tests performed,12118398.0,6171763.0,5946635.0,,0.0,1655.0,174.41,88.82,85.58,,238.0,349.0,0.005,13.89,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,6948395.0,8148.4,31.97,5.18,1172.70247301715
North America,Panama,PAN,2023-01-07,1025844.0,2066.0,295.143,8575.0,0.0,1.143,232692.507,468.631,66.947,1945.07,0.0,0.259,0.6,,,,,,,,,6499239.0,7609.0,1493.643,1.749,8930.0,2.052,0.1835,5.5,tests performed,8696911.0,3520586.0,3164398.0,2011927.0,26682.0,695.0,197.27,79.86,71.78,45.64,158.0,181.0,0.004,14.81,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,4408582.0,7503.4,19.42,-1.22,1701.99851108588
North America,Puerto Rico,PRI,2022-06-18,,,,,,,,,,,,,,,,,,,,,,3019115.0,930.0,927.239,0.286,2884.0,0.886,0.238,4.2,tests performed,,,,,,,,,,,,,,,376.232,38.2,15.168,9.829,35044.67,,108.094,12.9,,,,,80.1,,3252412.0,6528.0,8.8,17.65,2007.12578849174
North America,Saint Kitts and Nevis,KNA,2023-01-07,6571.0,0.0,1.286,46.0,0.0,0.0,137811.707,0.0,26.965,964.745,0.0,0.0,0.02,,,,,,,,,94440.0,87.0,1983.784,1.828,609.0,12.793,0.012,83.6,people tested,64297.0,33794.0,27000.0,3503.0,626.0,0.0,134.85,70.88,56.63,7.35,0.0,0.0,0.0,,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,47681.0,183.4,19.03,8.47,3846.39583901344
North America,Saint Lucia,LCA,2023-01-07,29759.0,0.0,2.571,409.0,0.0,0.0,165445.428,0.0,14.296,2273.839,0.0,0.0,0.17,,,,,,,,,208560.0,117.0,1160.911,0.651,145.0,0.807,0.1488,6.7,tests performed,122977.0,60140.0,54971.0,7866.0,55.0,0.0,68.37,33.43,30.56,4.37,0.0,0.0,0.0,,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,179872.0,,,,
North America,Saint Pierre and Miquelon,SPM,2023-01-07,3349.0,0.0,0.0,2.0,0.0,0.0,569073.917,0.0,0.0,339.847,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.07,,5885.0,,,,
North America,Saint Vincent and the Grenadines,VCT,2023-01-07,9552.0,0.0,2.0,120.0,0.0,0.143,91882.377,0.0,19.238,1154.301,0.0,1.374,0.02,,,,,,,,,108388.0,59.0,1038.876,0.566,50.0,0.479,0.2257,4.4,tests performed,72979.0,37331.0,31445.0,4203.0,20.0,0.0,70.2,35.91,30.25,4.04,0.0,1.0,0.001,,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,103959.0,128.6,6.11,37.03,1237.02613530334
North America,Sint Maarten (Dutch part),SXM,2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65515.0,29788.0,26658.0,9069.0,,7.0,148.25,67.41,60.32,20.52,158.0,0.0,0.0,,1209.088,,,,36327.232,,,,,,,,78.95,,44192.0,,,,
North America,Trinidad and Tobago,TTO,2023-01-07,186279.0,246.0,35.143,4289.0,0.0,0.857,121668.039,160.675,22.954,2801.358,0.0,0.56,0.5,,,,,,,,,768404.0,1900.0,503.653,1.245,739.0,0.484,0.222,4.5,people tested,1580898.0,753588.0,716898.0,168619.0,75.0,53.0,103.26,49.22,46.82,11.01,35.0,21.0,0.001,11.11,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,1531043.0,,,,
North America,Turks and Caicos Islands,TCA,2023-01-07,6479.0,0.0,0.0,36.0,0.0,0.0,141691.816,0.0,0.0,787.298,0.0,0.0,,,,,,,,,,,,,,,,,,,72837.0,32338.0,30288.0,7272.0,,76.0,159.29,70.72,66.24,15.9,1662.0,4.0,0.009,,37.312,,,,,,,,,,,,80.22,,45726.0,,,,
North America,United States,USA,2023-01-07,101239724.0,4644.0,68394.429,1096503.0,14.0,503.714,299269.169,13.728,202.177,3241.312,0.041,1.489,0.88,5083.0,15.026,41584.0,122.924,,,46187.0,136.531,912769124.0,247426.0,2708.533,0.734,476216.0,1.413,0.139,7.2,tests performed,665076272.0,268546218.0,229254623.0,132493508.0,22906.0,113602.0,200.32,80.89,69.05,39.91,342.0,16576.0,0.005,28.73,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,338289856.0,1202855.2,14.27,2.53,3555.69396677387
North America,United States Virgin Islands,VIR,2022-06-19,,,,,,,,,,,,,,,,,,,,,,115079.0,14.0,1149.744,0.14,54.0,0.54,0.192,5.2,tests performed,,,,,,,,,,,,,,,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,99479.0,,,,
Oceania,Australia,AUS,2023-01-07,11205520.0,14949.0,10748.143,17304.0,19.0,36.0,428060.683,571.065,410.588,661.028,0.726,1.375,0.87,100.0,3.82,3459.0,132.137,,,,,73370295.0,82399.0,2830.525,3.179,67114.0,2.589,0.4168,2.4,tests performed,63611887.0,22235240.0,21655301.0,19721346.0,21127.0,2023.0,243.0,84.94,82.73,75.34,77.0,10.0,0.0,11.11,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410.0,16817.2,3.78,3.84,642.43177610008
Oceania,Cook Islands,COK,2023-01-07,6844.0,455.0,65.0,1.0,0.0,0.0,401831.846,26714.42,3816.346,58.713,0.0,0.0,,,,,,,,,,,,,,,,,,,40781.0,15084.0,14715.0,10209.0,,1.0,239.44,88.56,86.4,59.94,59.0,0.0,0.0,,,,,,,,,,,,,,76.25,,17032.0,,,,
Oceania,Fiji,FJI,2023-01-07,68771.0,0.0,9.857,883.0,0.0,0.286,73965.684,0.0,10.602,949.698,0.0,0.307,1.01,,,,,,,,,558519.0,567.0,604.059,0.613,765.0,0.827,,,tests performed,1551673.0,711622.0,640615.0,170471.0,28295.0,31.0,166.89,76.54,68.9,18.33,33.0,4.0,0.0,25.74,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,929769.0,,,,
Oceania,French Polynesia,PYF,2023-01-07,77957.0,0.0,6.714,649.0,0.0,0.0,254518.564,0.0,21.921,2118.893,0.0,0.0,,,,,,,,,,,,,,,,,,,497169.0,190765.0,186059.0,112237.0,405.0,68.0,162.32,62.28,60.75,36.64,222.0,29.0,0.009,,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,306292.0,546.2,16.03,-9.97,1783.26564193645
Oceania,Guam,GUM,2022-06-18,,,,,,,,,,,,,,,,,,,,,,323516.0,413.0,1897.076,2.422,486.0,2.85,0.103,9.7,tests performed,,,,,,,,,,,,,,,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,171783.0,,,,
Oceania,Kiribati,KIR,2023-01-07,3430.0,0.0,0.0,13.0,0.0,0.0,26135.922,0.0,0.0,99.057,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,193491.0,96184.0,73888.0,23419.0,,664.0,147.44,73.29,56.3,17.84,5060.0,0.0,0.0,0.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,131237.0,,,,
Oceania,Marshall Islands,MHL,2023-01-07,15554.0,0.0,1.0,17.0,0.0,0.0,373957.156,0.0,24.043,408.723,0.0,0.0,0.01,,,,,,,,,3184.0,392.0,75.719,9.322,14.0,0.333,0.0,30.3,tests performed,,,,,,,,,,,,,,,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,41593.0,,,,
Oceania,Micronesia (country),FSM,2023-01-07,22234.0,0.0,4.429,58.0,0.0,0.0,194731.034,0.0,38.787,507.979,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,114178.0,,,,
